Wallet,Pending ORI,Pending JUMP,Formatted Pending ORI,Formatted Pending JUMP
0x7459Cb1CeDbB9728b1c723B93698dC2A0Ee79D5B,908351284336556000000,181670256867311200000,908.351284336556,181.6702568673112
0x74E123Ef0B6B4bAB2e0048EeCe4420349DE62beD,1139152241042486800,227830448208497340,1.1391522410424868,0.22783044820849735
0x74FF479C8Eea87AA94Ef10c19215926a792b4811,400847850.31438076,80169570.06287615,4.0084785031438075e-10,8.016957006287615e-11
0x7510b9eAA877DF6583B1280F9469E1D0E3F0114A,212896300019157000,42579260003831400,0.212896300019157,0.0425792600038314
0x75203BE145E084aA6bBd4Bfa38f183198dEa7c0e,475506868735584600,95101373747116910,0.47550686873558456,0.09510137374711691
0x75257C77faECC43b47Aa14c0d876e1BDA5ec03E1,210453553048984450,42090710609796890,0.21045355304898444,0.04209071060979689
0x75A834f3b8B03071Fe4dFF2a07cE51f824B7C2fC,400839879.31438076,80167975.86287615,4.0083987931438077e-10,8.016797586287615e-11
0x75C168611CB14037428376c13F9Ee84ad4005D2a,313968193740989660000,62793638748197930000,313.96819374098965,62.79363874819793
0x75dF3EA78A509140bdCC2fd28Ca2A149A90B776a,400845919.31438076,80169183.86287615,4.008459193143808e-10,8.016918386287615e-11
0x763DD65374b456bd6AE953c17A8a8E80BCaECA10,33157167610817233000,6631433522163447000,33.15716761081723,6.631433522163447
0x76623a2f95d4D60590EB412154C940A6389e5315,9051725706407703000,1810345141281540600,9.051725706407703,1.8103451412815406
0x7669753291CcDbD975793F940aE0a5C7950289a1,600454201318584000,120090840263716820,0.6004542013185841,0.12009084026371682
0x767Aefa52E415c44d60a815A12859FAfd58fffe3,78351603880414770000,15670320776082954000,78.35160388041477,15.670320776082955
0x76909bDC916d5947658e07c3ae7F4ea3EE3f3C80,400849942.31438076,80169988.46287616,4.0084994231438074e-10,8.016998846287616e-11
0x76D32124ccB4039633C894e5e0fb7153Ef61E91a,400832546.31438076,80166509.26287615,4.0083254631438075e-10,8.016650926287615e-11
0x7711bA231E5Edbf3B11c85e7577FFc5496ac068b,59959153851447500000,11991830770289500000,59.9591538514475,11.9918307702895
0x7716E06Dbdce954FD9bbeF60196cB686Ec0a2583,95667344012311000000,19133468802462200000,95.667344012311,19.1334688024622
0x7764bE6C145074c1bAf308a403dC79e447219171,400854136.31438076,80170827.26287615,4.0085413631438077e-10,8.017082726287615e-11
0x77A492EF2B79f4052e70C625C699602138f4F4E4,400824840.31438076,80164968.06287615,4.0082484031438077e-10,8.016496806287615e-11
0x77A6B981f8Be856E1670bE732Df657350d8Ff0e3,783405969978792300000,156681193995758470000,783.4059699787923,156.68119399575846
0x77f5c223f8fcC13b9f13aE4038F02D7908891281,400829890.31438076,80165978.06287615,4.0082989031438077e-10,8.016597806287615e-11
0x785D952f67aF22c4e0BEF69f742FBcCa26b41362,400827725.31438076,80165545.06287615,4.0082772531438074e-10,8.016554506287614e-11
0x78605Dd6Ef1cF78D61569B998776fAD23BD448c7,3735927622319682600,747185524463936500,3.7359276223196827,0.7471855244639365
0x78761cF89A2Ce98fA587013fFE832e84bBd4C252,400853974.31438076,80170794.86287615,4.0085397431438074e-10,8.017079486287614e-11
0x78800a0b84690e5Fb0cAb6e85E1b67364ba7aDFf,9590997841762976000,1918199568352595200,9.590997841762976,1.9181995683525952
0x788E3774c98Ef5559dFc15eB9b1A18dFe8E1edd8,400831177.31438076,80166235.46287616,4.0083117731438075e-10,8.016623546287615e-11
0x78dDa9614e38f7B9B0d1600A180f58dC09aAFF18,2289805098598721500,457961019719744300,2.2898050985987215,0.45796101971974434
0x78FdfC3D2b7c46C37B390c62F442B89eC9b92F00,3.33983634535068e+21,667967269070136000000,3339.83634535068,667.967269070136
0x7923667e74d0e602EF304aDfb7689f26d1606b11,400825481.31438076,80165096.26287615,4.0082548131438077e-10,8.016509626287616e-11
0x793a24EF2Cc578f392fF78B76F34b396D9aF2085,160549470950754940,32109894190150988,0.16054947095075495,0.032109894190150985
0x7950335720937306d0C3b2d6BE8B78d31B340d31,121684895235305370000,24336979047061074000,121.68489523530538,24.336979047061075
0x79797D685230953c082D84D948cB544b26b76DB9,95889388089928900000,19177877617985778000,95.88938808992889,19.17787761798578
0x79854Df18E7F26fbF2D79032492961A59d65c3e0,1633149095974011000,326629819194802200,1.633149095974011,0.32662981919480216
0x7995ee91A6eEAc6a8B336d6Bb4155312245d1c5b,1.7396532072654098e+21,347930641453081950000,1739.6532072654097,347.93064145308193
0x79B51ab79bD8352AD0f491B31DfC286C88Ac9a83,212007129748466080,42401425949693220,0.21200712974846608,0.04240142594969322
0x79c336C839056BdEf8194BCf5E3E3039f3F5457E,439114591632211000000,87822918326442200000,439.114591632211,87.82291832644219
0x79CB59E943942AE3947687103c9A55aA6450DA93,400853732.31438076,80170746.46287616,4.0085373231438077e-10,8.017074646287615e-11
0x79eCee838aB849ceddB6749DDe1dDe9A062CeBF5,400837784.31438076,80167556.86287615,4.0083778431438074e-10,8.016755686287615e-11
0x79F68D49B904123D0924680191b50043d86BCCcb,499595807620572500,99919161524114500,0.4995958076205725,0.0999191615241145
0x7a2399Ea0B53199736c65dA5ac46D95b8A7109f8,192353388658053940000,38470677731610790000,192.35338865805394,38.470677731610785
0x7A2d4965334cddbafF1554551A65259ba661457A,280829046313063550000,56165809262612710000,280.82904631306354,56.16580926261271
0x7a2f0B70D87242276C62E3C826A91f2c544e51B8,43722300610406515000,8744460122081303000,43.72230061040651,8.744460122081303
0x7a43dc785CeD8554478b2bA2E491347C0826AdDE,80429687619835600000,16085937523967120000,80.42968761983559,16.085937523967118
0x7A58B688b1547dd035A1F5198b9Fe4cF734835B7,400833996.31438076,80166799.26287615,4.0083399631438075e-10,8.016679926287615e-11
0x7A593b52909F675E7CC2fCC8807ac60E620A1B04,1.0445525113953653e+21,208910502279073040000,1044.5525113953652,208.91050227907303
0x7A63311C16A4d53aA3b060c4Fc4FBb0c135b6E50,835248267555299300,167049653511059870,0.8352482675552994,0.16704965351105988
0x7a760A23e5890A6a2076356c6377Ac93E853e5C9,537779851157721060000,107555970231544220000,537.779851157721,107.55597023154422
0x7a7e5E58b071e96b674fb9022D1bF368E1907F86,236113267127133540000,47222653425426710000,236.11326712713353,47.222653425426714
0x7a82bC8777D921C42CB886D10A424666E3EEe705,493485821231919300,98697164246383860,0.4934858212319193,0.09869716424638386
0x7a8CAFbB70941bD7D9766EF79a0e2E0c858c59B5,810259035831704500000,162051807166340900000,810.2590358317045,162.0518071663409
0x7AaDAc1f7EB9F7a659561aeCba91BACa7F3B7576,1.5363491469851451e+22,3.07269829397029e+21,15363.491469851451,3072.6982939702903
0x7acDa3388f78126eb7718470b3D193051498E4D8,198241322609789140000,39648264521957830000,198.24132260978914,39.64826452195783
0x7ad28bb46130De81eD190Ee67c49B5FD6832c625,400854459.31438076,80170891.86287615,4.008544593143808e-10,8.017089186287614e-11
0x7aD649acF26aff9D44091F6d543fAc71e00a5247,400829327.31438076,80165865.46287616,4.008293273143808e-10,8.016586546287616e-11
0x7af382172e323371Db0327971478e93C9Be292c5,16317992254593686000,3263598450918737000,16.317992254593687,3.263598450918737
0x7b1a1dC3ABA1688B4b4f967d0911C08DEB63C197,37238905774597470000,7447781154919495000,37.23890577459747,7.447781154919495
0x7b5D2034Ac77FD4920e4a41821d9182345923a72,9115446734517383000,1823089346903476700,9.115446734517382,1.8230893469034768
0x7b61e92cf2a52Ab640C47d468eDc15A88940A6a1,1526.364438354269,305.2728876708538,1.526364438354269e-15,3.0527288767085376e-16
0x7B76E958d06284d23b0C3949DFF8155A579BAa90,658496744363115500000,131699348872623110000,658.4967443631156,131.69934887262312
0x7B7A0805ea98E0BBFD2747b6376413eB29F9e3D9,1.0639071497710894e+21,212781429954217870000,1063.9071497710893,212.78142995421786
0x7Bb8c0fE2De240d5F1712798091cC5B5Ac3027eA,400826042.31438076,80165208.46287616,4.008260423143808e-10,8.016520846287615e-11
0x7Bc7D572dD49b3383566f7Cd1428B7B3c6822e22,52208875531908150000,10441775106381631000,52.208875531908156,10.441775106381632
0x7bD52Db13DB3E23B5703b4226A610cda7F0f2b78,6.271940879805323e+21,1.2543881759610647e+21,6271.940879805324,1254.3881759610647
0x7bdA4f067ae2D1aeF97Dd24A3337b6bF9Df68987,53702215623495180000,10740443124699036000,53.70221562349518,10.740443124699036
0x7bE3cdEadc2922F13Bb5a55b434661c5E7D72259,210459744217664400,42091948843532880,0.2104597442176644,0.04209194884353288
0x7c6dADa0bFa220Ec7D0a7533ddEd99E4e9465071,4090116742647170000,818023348529434000,4.09011674264717,0.818023348529434
0x7C793Fd2d3174880C39CaD01AaF57661Bf026D25,861385456242134900,172277091248426980,0.8613854562421349,0.17227709124842697
0x7c7e89A44Ba5E2448058a4203679C9C6a33E7a87,9075030574715177000,1815006114943035400,9.075030574715177,1.8150061149430354
0x7C812c36525A2994B1C526807ec0dFF543f916cf,400845759.31438076,80169151.86287615,4.0084575931438075e-10,8.016915186287614e-11
0x7cB5470C319A434faD45bE7b21f7f03eA63dcd67,910269869103470600000,182053973820694130000,910.2698691034706,182.05397382069413
0x7CCd3AfaC5EdF1A05c9895aeA41CC4DfcaEe4025,20591595932316123000,4118319186463225000,20.591595932316125,4.118319186463225
0x7cdf4df0711ef01B137aC83E601a924c622327B1,4453067308572953600,890613461714590700,4.453067308572954,0.8906134617145908
0x7cfefEC9467c835EA78a41dCae296BDBfA4466FC,212857394922265280,42571478984453060,0.21285739492226527,0.04257147898445306
0x7D1d27469437970400597980bE4bB5e84976Efcd,31116310143411290000,6223262028682258000,31.11631014341129,6.223262028682258
0x7d3a31aEdc3df4bFeFB038411103761E96f3f1DA,400832707.31438076,80166541.46287616,4.008327073143808e-10,8.016654146287615e-11
0x7D42EE2206A016c8bd7e49792e34B57fB1d15076,37739831208927480000,7547966241785496000,37.73983120892748,7.547966241785495
0x7D76e2E051D3522A49421F017283866c93204E03,400851712.31438076,80170342.46287616,4.0085171231438077e-10,8.017034246287615e-11
0x7d80b3a3078354cB3C24997Dc610ceBc548dB894,231365880244634220000,46273176048926840000,231.3658802446342,46.27317604892684
0x7Da27af77ffA66BBBF435d197e59aE148D9853Cf,400826363.31438076,80165272.66287616,4.0082636331438075e-10,8.016527266287615e-11
0x7dA6e07B83c769921aC3Eb92045A94e901E2dc45,255467951169951420,51093590233990290,0.2554679511699514,0.05109359023399029
0x7Dd288A57CF096E7647B70a3377AD5192C8379aB,400837784.31438076,80167556.86287615,4.0083778431438074e-10,8.016755686287615e-11
0x7e04C7ee7aCEc176D2e9d8Ed2B58cfEc159Da749,400854378.31438076,80170875.66287616,4.0085437831438074e-10,8.017087566287616e-11
0x7E09EFf3e8138e4263AC20029A01F43C02F85A05,400854459.31438076,80170891.86287615,4.008544593143808e-10,8.017089186287614e-11
0x7E730C8561CBc5F454b31Fdc923FC36F8968552b,319785546706488200000,63957109341297640000,319.7855467064882,63.95710934129764
0x7e8355E8768D59a9896923Dd8e03b72C4223C177,17277481066852401000,3455496213370480000,17.277481066852403,3.45549621337048
0x7ea259078476d5bFD2d12AAbB0fe73D0090cCBD7,400834560.31438076,80166912.06287615,4.0083456031438074e-10,8.016691206287615e-11
0x7ebadDB5bDEB841701471eEDE3e03bB798a70E6e,400827004.31438076,80165400.86287615,4.0082700431438075e-10,8.016540086287614e-11
0x7Ed3010832a41e1D2022936aB9364C4Cbf0560f0,400849942.31438076,80169988.46287616,4.0084994231438074e-10,8.016998846287616e-11
0x7f2CDb9Cff6E862d796Dd6aD332Da470d57e136A,36758927527573660000,7351785505514732000,36.75892752757366,7.351785505514732
0x7f2d6b5361046879588A9E45b902c880a2498D56,400848816.31438076,80169763.26287615,4.0084881631438075e-10,8.016976326287616e-11
0x7F35741F3EB12f414eaD20362CD6ED9A5AB91Aa6,249329784254423740,49865956850884750,0.24932978425442373,0.049865956850884754
0x7fA51Af2DaF2d4664E2ea3505f63F25543277766,8994129790190596000,1798825958038119200,8.994129790190597,1.7988259580381192
0x7fa5A567F87EcC81C2A2881f3486F291c3B23a45,400830533.31438076,80166106.66287616,4.0083053331438076e-10,8.016610666287616e-11
0x7fBd76262AD5132bdFb864383f700fd488470Bb5,579630295085316100000,115926059017063220000,579.6302950853161,115.92605901706322
0x7fC70Eb7670c538dc508D3A3DC685B135A87eE84,336209080222669060,67241816044533810,0.33620908022266904,0.0672418160445338
0x7Fe595bD221c29281B32bB1d8C6b51E7D8688E69,242834302555763900000,48566860511152780000,242.8343025557639,48.56686051115278
0x7fE8a37F69Db8Bd03E567830716D6CA10B6b9096,212117966930277500,42423593386055500,0.2121179669302775,0.0424235933860555
0x7FF38E1254aCF950F261a94D0e218B14E3d74a6C,24162933775234544000,4832586755046909000,24.162933775234542,4.832586755046909
0x8073Ff922B191bFA71ED206EA0972bC773cD2985,400830050.31438076,80166010.06287615,4.0083005031438076e-10,8.016601006287615e-11
0x80BC075C26549d96308b4EdA401A413265aF82aA,400833029.31438076,80166605.86287615,4.0083302931438076e-10,8.016660586287615e-11
0x80c97939eC9E62681c4Aa6a3BB15B8dd397B5f1a,400833835.31438076,80166767.06287615,4.0083383531438077e-10,8.016676706287615e-11
0x80cb8d46515Ae3B603Ad2421d3abcEDB136C9Cec,56384163483283735000,11276832696656746000,56.384163483283736,11.276832696656747
0x80e84b25904771A27B6Ebb573E1259c216DfEb88,400753963.31438076,80150792.66287616,4.007539633143808e-10,8.015079266287616e-11
0x8146d3B8C783C855c1324A38732665841d636cb5,400846724.31438076,80169344.86287615,4.0084672431438076e-10,8.016934486287615e-11
0x8160feF63EFe52487A54e5ccba24De3305F7c226,171633271795868830000,34326654359173767000,171.63327179586884,34.326654359173766
0x8172302bAb78c3A462519caF332bD6D55Fa39888,48471297517179896000,9694259503435979000,48.4712975171799,9.694259503435978
0x8175DAe7895B46cc70AcB4491a0E574bD576b940,106171519738806160000,21234303947761230000,106.17151973880615,21.23430394776123
0x817816Fad3173f16977bE8fe6925E705b05b4936,45400831133827740000,9080166226765549000,45.400831133827744,9.080166226765549
0x817B1106cda1A14103458855FB52451c1F65380B,300021823565364100000,60004364713072810000,300.02182356536406,60.00436471307281
0x817ff219Cf7B8359a6e0296eDE85faFDD6F950E7,102986621626302160,20597324325260430,0.10298662162630216,0.020597324325260433
0x81EBDF25A78978b424D5a45eeB79cb7e5a8B334f,400855105.31438076,80171021.06287615,4.0085510531438076e-10,8.017102106287615e-11
0x81f9968f106C3B62D4E8114D34c56Befd90544fe,400847609.31438076,80169521.86287615,4.0084760931438077e-10,8.016952186287615e-11
0x8213B4E74B84843489681bA5391fD18CF641C2c6,400836575.31438076,80167315.06287615,4.0083657531438077e-10,8.016731506287614e-11
0x8248a3E352c61774DB5fEF180e19b62Bab945963,249582056575079060000,49916411315015810000,249.58205657507906,49.916411315015814
0x827FE5f80846Cd8717bb42Bb34BDe48fe69C07E5,400833029.31438076,80166605.86287615,4.0083302931438076e-10,8.016660586287615e-11
0x828325Bf44E6412989a3dd6CfE402F7fF6BD4D8c,400832546.31438076,80166509.26287615,4.0083254631438075e-10,8.016650926287615e-11
0x828Ff9d56065d4862414c103581DF2886a20f7B2,400854297.31438076,80170859.46287616,4.0085429731438075e-10,8.017085946287616e-11
0x82907aF1Da68Db97EAAda80A00C896d192cAF08A,400853409.31438076,80170681.86287615,4.0085340931438076e-10,8.017068186287615e-11
0x82ADd118e1bcAc6e8b4F7B06FD974e96EbCAAdee,13002041228934250000,2600408245786850300,13.002041228934251,2.6004082457868503
0x82B16fBdB9e1AA666b007A9dF40d2dCeFBAEA791,4409818854564267000,881963770912853400,4.409818854564267,0.8819637709128534
0x82C84f714c77d85a2941b122E70a8f6D9cc3e7dC,400853328.31438076,80170665.66287616,4.0085332831438077e-10,8.017066566287616e-11
0x82cE8Fd277FEf0760B9FB457711DC295F6C68F3C,254663533899098020,50932706779819600,0.254663533899098,0.0509327067798196
0x82d09D4032e0c71379f314B49ecaf68Cf4FACF36,102419255366510580000,20483851073302114000,102.41925536651057,20.483851073302116
0x82D35dA6A63EA3D6A5782311C31882C3731604f0,588282678268302300000,117656535653660460000,588.2826782683023,117.65653565366046
0x82D9AAdda882A89FA15A6B0966a668bC054Ac28d,1.9278181621565468e+21,385563632431309400000,1927.8181621565468,385.5636324313094
0x830144DcE029bB2bFaD55dFED056e9f7dbdD3476,7733846199862422000,1546769239972484400,7.7338461998624215,1.5467692399724844
0x83418639814117E1363CeAcF0CA06631Aa9BeF16,456351458249464800,91270291649892960,0.4563514582494648,0.09127029164989296
0x834Bde7d15C955CA8839DD013Ce0Ab369a1deC9a,164243745038161300000,32848749007632260000,164.2437450381613,32.848749007632264
0x834Dc4C3ECDf733fF81969F31EbbADaDe698Df58,256970681091314320000,51394136218262860000,256.9706810913143,51.394136218262865
0x837241449d791A4e1De4caFbeD662D46218c1d88,400831821.31438076,80166364.26287615,4.008318213143808e-10,8.016636426287615e-11
0x8391312d3EC11d29Db314802B4B302c87088B866,400837220.31438076,80167444.06287615,4.0083722031438075e-10,8.016744406287615e-11
0x8398057093e9d7327C266B4aCaB40ffFA4e9337b,400844470.31438076,80168894.06287615,4.008444703143808e-10,8.016889406287614e-11
0x83b8ef1B976155c046825e94A7B756b8bA08B0E3,98051385007835450000,19610277001567090000,98.05138500783545,19.610277001567088
0x83Cac6e8B1eA037c008C6C927B95164Cfaf81314,400850746.31438076,80170149.26287615,4.0085074631438077e-10,8.017014926287616e-11
0x83Cbc59624d1286CAde37CaA1df1e122845c0C44,400840121.31438076,80168024.26287615,4.0084012131438074e-10,8.016802426287615e-11
0x83E713A2C0D684241DAA57c96192BB63962e28B8,16284173926685480000,3256834785337096000,16.28417392668548,3.2568347853370962
0x83eE692952F75dDef54494488Ef2407945A2E3b2,147311712526442700000,29462342505288540000,147.3117125264427,29.46234250528854
0x83F624a9fa27f5E53C1009F1Ae66689dc649702E,9047501398072831000,1809500279614566100,9.04750139807283,1.809500279614566
0x83f7d0aFcAB226346e96aFB367006D99FAc3F432,400833029.31438076,80166605.86287615,4.0083302931438076e-10,8.016660586287615e-11
0x83FcfF84FAD282b38547738Ca127Cb72fD50D214,400825401.31438076,80165080.26287615,4.0082540131438077e-10,8.016508026287615e-11
0x840bAD6539Ff72DbEd56D14D779C6060B4b0AF48,400853328.31438076,80170665.66287616,4.0085332831438077e-10,8.017066566287616e-11
0x8421C366c8A533AE131C788351371fc871ccF98D,400853570.31438076,80170714.06287615,4.0085357031438074e-10,8.017071406287615e-11
0x8431F860F52A87B983a12A526a77527b44FbE31E,4505962683055505400,901192536611101000,4.505962683055506,0.9011925366111011
0x843E359E92ce5537BAd0b75F8Bc2985267bEC08C,147895460514797620000,29579092102959520000,147.8954605147976,29.57909210295952
0x844Eb41cCc555578e3579f3c326Bfd3bE0cb8F4E,400854620.31438076,80170924.06287615,4.0085462031438077e-10,8.017092406287615e-11
0x8450A7852495DaFe063C3E436d0750698777965C,184640585519214330000,36928117103842870000,184.64058551921434,36.92811710384287
0x84b493d4E020d499967F74070C320Eff3d12a2B8,400838831.31438076,80167766.26287615,4.008388313143808e-10,8.016776626287616e-11
0x84cCC6D2aa35674Ea1a147621F7b12dFBF09b7Dd,717586461248153800000,143517292249630770000,717.5864612481538,143.51729224963077
0x84D19b036B94f870ce8e3E17f6E97d5a139C6D26,400855105.31438076,80171021.06287615,4.0085510531438076e-10,8.017102106287615e-11
0x84e5bbfbA47f9Df884acD5522f6f49bfb04e1A1a,21357973584791605000,4271594716958321000,21.357973584791605,4.2715947169583215
0x8509E9d19999010303037B5689F8Ca1f35D92424,400812260.31438076,80162452.06287615,4.0081226031438077e-10,8.016245206287615e-11
0x851497cf9B1362858C095CdD577B506d24F57336,21060257485552624000,4212051497110525000,21.060257485552622,4.212051497110525
0x85408ea47DBBE18b5417083449A4633Ac815579B,400838106.31438076,80167621.26287615,4.0083810631438076e-10,8.016762126287615e-11
0x85701bB1c0E81497618Dc6971CF222f4388C6245,400825161.31438076,80165032.26287615,4.008251613143808e-10,8.016503226287616e-11
0x85B34b7b8D8a0E85B53Ee78B4682010AE7351E4d,1.6291122249643584e+21,325822444992871660000,1629.1122249643583,325.8224449928717
0x85dE73e4e69b0e5dCD54E593e228065b7C5e09E9,255083721716303420,51016744343260690,0.25508372171630345,0.051016744343260687
0x860653a9BfD68d4303A1019a408003D40bF546d6,12598628689077586000,2519725737815517000,12.598628689077586,2.5197257378155173
0x860fBCaAAe938F09C530800Be9eAB82b25489B67,430748990808364740,86149798161672940,0.43074899080836476,0.08614979816167294
0x861051050074D31B0fc8682D0C383e6Ab01DF0eB,670184726653017000000,134036945330603400000,670.184726653017,134.0369453306034
0x862A6e69A0f5441D4c8b89b2f62987739A24BF53,320472716549265400000,64094543309853080000,320.47271654926544,64.09454330985308
0x862ee67172aee359EF3Ff455B227397e9F36B660,14785657883109222000,2957131576621844500,14.785657883109222,2.9571315766218444
0x8676546531a3E27BDFD3741DC3C648A438b4153D,400842215.31438076,80168443.06287615,4.0084221531438077e-10,8.016844306287615e-11
0x86e1B9EFfa73ac0A33fd9F3F924F2E726f4EDCF6,106521195702152800000,21304239140430560000,106.52119570215281,21.30423914043056
0x86eC70Ee9Dccef7C66847757abBD1ff3522E3944,400841248.31438076,80168249.66287616,4.008412483143808e-10,8.016824966287616e-11
0x8712bb600fa8AdbFB3663AaA95646b22aEbf07b8,400833110.31438076,80166622.06287615,4.0083311031438074e-10,8.016662206287615e-11
0x871e03E747FB01887628D015D3b8D27776213c6c,400842859.31438076,80168571.86287615,4.0084285931438076e-10,8.016857186287615e-11
0x8729AEDBAFeE351f74Dee3087e961BbfAcB369a2,329099031562372000000,65819806312474395000,329.099031562372,65.8198063124744
0x872eEd461F3BF3e0f8B2a795b58a45710D364E4B,6136316930670367000,1227263386134073300,6.136316930670366,1.2272633861340734
0x873C701D6ab03D5A4022376fe1352c5d36797206,212924820558710660,42584964111742130,0.21292482055871065,0.042584964111742125
0x87409a1D49C0359495B5B057d2a424883535469c,400854378.31438076,80170875.66287616,4.0085437831438074e-10,8.017087566287616e-11
0x8752d85c15BD51F07cEF7273EA1aaFBDb5b175e0,9240083868475294000,1848016773695058700,9.240083868475294,1.8480167736950588
0x87551Ef8620694BAB2fE9e9d8e3c538C37Ee2887,206362692929964640000,41272538585992930000,206.36269292996465,41.272538585992926
0x878E9e63783f17031371A7054EC1bED563694007,15487962018104070000,3097592403620814000,15.48796201810407,3.097592403620814
0x87d135402264a769650E8532604F83d5CAd20706,50085031572622640000,10017006314524529000,50.08503157262264,10.01700631452453
0x87d9F787E250938732365d0E10F0AD23A639C668,1450891200998967800,290178240199793540,1.4508912009989678,0.29017824019979355
0x87E59aFE5Ecc4976E373d420aEf1CF3042eCeE4b,738326571744848000000,147665314348969600000,738.326571744848,147.6653143489696
0x87fC1313880d579039aC48dB8B25428ed5F33C4a,7856858246572165000,1571371649314433000,7.856858246572165,1.571371649314433
0x8811631d45323429cfCb0476aEB4893FA440835a,400852359.31438076,80170471.86287615,4.008523593143808e-10,8.017047186287614e-11
0x88331302B2a1911c1e1ACC9cC09Ddb9E62F3373A,68504897350350620000,13700979470070125000,68.50489735035062,13.700979470070125
0x885C5e41e21dfa58373d3b83196E1b954974D3cC,179646957731114520000,35929391546222903000,179.64695773111453,35.9293915462229
0x8896e96F4f3f38a629691CDfc110e9DA8650f4a3,430503263190519040,86100652638103800,0.430503263190519,0.0861006526381038
0x88A1dFc0D0fC8f0c51E6a14f0b54d15Ad4692667,3.4332687466319247e+21,686653749326385000000,3433.268746631925,686.653749326385
0x88Edb664588EDFC463bec0D65D73e9c4D971c1A6,400840201.31438076,80168040.26287615,4.008402013143808e-10,8.016804026287615e-11
0x893f843AF903f1ed55eF8dFDd3e1734C8Eb30070,400828686.31438076,80165737.26287615,4.008286863143808e-10,8.016573726287616e-11
0x894141D472db9FE3603A1B187315dbF4fA7dc6c2,8.598905213010466e+21,1.7197810426020933e+21,8598.905213010466,1719.7810426020933
0x894740526d04071b5BC4227A174a9230E4D7f44B,81754981141394750000,16350996228278950000,81.75498114139475,16.35099622827895
0x8961ff8D0D7Fe1B2BE685e57296Ae12183103D18,400834238.31438076,80166847.66287616,4.008342383143808e-10,8.016684766287617e-11
0x89Cb28BBE20e4b78830e7F6bf33c1e03b65Fd5Fa,17275034676016120000,3455006935203224000,17.27503467601612,3.455006935203224
0x89cf691cafF859eC99432863516824bC1325aB26,137450985702733710000,27490197140546740000,137.4509857027337,27.49019714054674
0x89fC66bA59f9672748cb0c3ca4E4616AC36D38aa,23543579784874550000,4708715956974909000,23.54357978487455,4.70871595697491
0x8a5c3d598cF55EBb42600c92904279817D7950da,48124367408556030000,9624873481711206000,48.12436740855603,9.624873481711207
0x8A6a85047f36b6E522EC25dD417Ef2F62A4e23C8,54188894729381430000,10837778945876285000,54.18889472938143,10.837778945876286
0x8A8bE3F68C401f786B5f23471Ea839e33d380f0d,400854782.31438076,80170956.46287616,4.0085478231438074e-10,8.017095646287616e-11
0x8a994d3E5d9c0ccbD775B43ee9d5617438D788b0,1.695529289075293e+21,339105857815058600000,1695.5292890752928,339.1058578150586
0x8aa7F604d110c865169F94B4F5DFCfE1B0F63ADa,422319175549050560,84463835109810110,0.4223191755490506,0.0844638351098101
0x8aB17bcf0F3718eD43DCd6e1007a8299FDf37B9E,400825882.31438076,80165176.46287616,4.008258823143808e-10,8.016517646287616e-11
0x8ab1B12B9F14bCBA3B3482Dc2fF000239Af59a09,36944980165509210,7388996033101842,0.036944980165509206,0.007388996033101842
0x8AD886c46ab8F5543918aeE2356bE1363EE087e1,255191416348188860,51038283269637780,0.25519141634818887,0.051038283269637774
0x8AE01fC0bb215f85639DcA8974AD34FF11b1d114,249277673641307840,49855534728261570,0.24927767364130785,0.04985553472826157
0x8ae0d73976A80D045dEea49dc37ebe455d02d4f5,400824840.31438076,80164968.06287615,4.0082484031438077e-10,8.016496806287615e-11
0x8B019A9336e6C89EC7787EC664A366b48b374466,56388008298166485000,11277601659633297000,56.38800829816648,11.277601659633298
0x8b0F8278CF645F0AfCB5F6bA4CF45E6B9E7fbB75,16029727009305565000,3205945401861113000,16.029727009305564,3.2059454018611127
0x8B3EEd0D1Fa367eBa1Fc6b4cc6f3570E530bDF7B,400852359.31438076,80170471.86287615,4.008523593143808e-10,8.017047186287614e-11
0x8b56C96E0bd7f3D7D54546142A9997bc8477bA61,400842134.31438076,80168426.86287615,4.008421343143808e-10,8.016842686287615e-11
0x8B9bC6cAe16506edd6F07b2aA2D8FfcF900de9D8,1.8256303213874189e+22,3.651260642774838e+21,18256.303213874187,3651.260642774838
0x8bB647e93587b27422920166D08c640161B6684d,3.7460742062785776e+21,749214841255715500000,3746.0742062785775,749.2148412557156
0x8bce1411Aca2658EDB37e4E15c3D706EE1Df2f01,5804635985603809000,1160927197120761900,5.8046359856038094,1.1609271971207618
0x8BeBb76BC9eA82e3f6429688FC22AD00dea9E9bc,400853651.31438076,80170730.26287615,4.008536513143808e-10,8.017073026287615e-11
0x8C023Eb74FB00340B7F285ec182a9DCa67Af82d4,172940422112500580000,34588084422500114000,172.94042211250058,34.58808442250012
0x8c1ce44d79eec4DD1ce4437AD44F4feA231c84f7,400844792.31438076,80168958.46287616,4.0084479231438075e-10,8.016895846287616e-11
0x8c7BB169c6d427491C67052299a033c97C1D3bb1,400818995.31438076,80163799.06287615,4.008189953143808e-10,8.016379906287614e-11
0x8Cb5475E3d1a4dEb1816BcD8E9434773E593FDb2,26509053707451500000,5301810741490300000,26.5090537074515,5.3018107414903
0x8cc4C74daCE8F69C9C34fEd85B1cebB183C5c0c4,19702204408382407000,3940440881676481500,19.702204408382407,3.9404408816764813
